content,sentimen,aspek
Tidak ada informasi perwakilan pihak ekspedisi yang bisa dihubungi lewat sosial media atau media lain,negatif,Contact
"Suka banget sama shoppee , belanja jadi mudah apa yang aku cari ada semua di shoppee, sukses selalu shoppee ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜",positif,Efficiency
"Selalu beli apa"" di shopee semua pelayanan nya nyaman, kalau komplain pun selalu di tanggapi dengan cepat. Makasih shopee..",positif,Responsiveness
"Pengiriman Cepat, Tetep Di Pertahankan",positif,Fulfillment
Sistem pengembalian barang di aplikasi ini sangat mudah diikuti. Saya mengisi formulir pengembalian dan mereka mengirimkan penggantian dengan cepat,positif,Compensation
Sangat memudahkan utk belanja tp sangat menjengkelkan pop up.nya... tau sendiri kan?,positif,Efficiency
"Berat ya apknya, cuma bisa searching 3-5 barang abis itu ga bisa di apa2in, harus hapus cache dulu baru bisa digunain lagi, tapi keulang gitu terus.",negatif,Efficiency
"Layanan pelanggan di aplikasi ini sangat baik,saya bisa menghubungi melalui telepon atau email untuk mengatasi solusi masalah saya.",positif,Contact
"selama memakai jasa ini,sll merasakan kpuasan krn barang cepat sampai dan sesuai pesanan pokoknya blm pernah kecewa deh g tau klo media yg lain,blm pernah coba krn kta teman2,ini yg saling terpercaya pokoknya,jgn pernah berubah dr segi pelayanan,pengiriman dan kualitas barang biar makin percaya deh..",positif,Fulfillment
"Pengiriman barang terlalu lama terlalu banyak tinggal di tempat sortiran barangnya nanti jadwal dikirimnya baru dikirim, paketku masa 20 hari di perjalanan",negatif,Fulfillment
"Shopee skrg selalu ada aja msalah... Ini bukan pertama kali saya belanja sdh d bayar , tp stts masih blm d bayar.. Yg pertama uang saya hilang dan ga balik gara2 kejadian seperti ini, dan yg k.2 kali ny. Sdh melapor bukan menyelesaikan mslah malah d suruh menunggu. Yg ad pesanan d batalkan d pihak shopee alesan blm bayar. Dan uang kita ga kembali. Bener-bener buruk shopee sekarang.",negatif,Compensation
Saya kasih bintang 3 dulu karena terdapat bug ketika melihat peta cuman putih doang kemarin baikÂ² aja tolong perbaiki lagi soal bug nya devðŸ™ðŸ™ðŸ™,negatif,System Availability
Kurang cepat saat membuka aplikasi kadang macetÂ².... apa ini bisa diperbaiki??????,negatif,Efficiency
Shopee aplikasinya tidak amanah barang paketnya gak datang.... uangnya gak di kembalikan alias hilang....pokoknya menyesal belanja d shopee,negatif,Compensation
"udh bagus...apalagi klo sering2 dikontrol toko2 yg buka lapak di Shopee, jgn sampe byk toko penipu...GOOD APP",positif,Privacy
"Kok saya ditelfon disuruh membayar tagihan spaylater? Padahal saya tidak pernah menggunakannya, saya rugi ini terus yang memakai spaylater saya siapa? Kok bisa orang lain memakai akun saya, keamanannya gimana? Mana tidak ada solusi",negatif,Privacy
"nggak ada solusi sama sekali, setiap ada keluahan nggak ada oemecahan masalah sama sekali, jawabannya cuma sama dan muter2",negatif,Responsiveness
Belanja mudah seindonesia raya memang shopee tempatnya. Tingkatkan pelayanan dan kwalitas barang terbaik.,positif,Efficiency
Ada yang kurang di apps ini. Nomer telpon yang kirim paket gak bisa di lihat... Jadi kalau dirumah gak ada orang paket langsung di bawa balik.,negatif,Contact
"Plis munculkan nomor kurir,biar hubungannya dua arah tidak satu arah semoga dipermudah yaa,,",negatif,Contact
"Udah lama pakai Shopee, dan sejauh ini sih bagus bagus aja. Barang yang dikirim selalu sesuai dan selalu dapat potongan harga ongkir juga",positif,Fulfillment
Aplikasi ini memberikan solusi yang adil ketika saya menerima barang yang tidak sesuai dengan pesanan. Mereka segera mengirimkan barang yang benar dan meminta maaf atas ketidaknyamanan yang saya alami.,positif,Compensation
"Bagus banget aplikasi belanja online shopee, banyak gratis ongkirnya dan pengiriman cepat sampai ðŸ’—",positif,Fulfillment
"Kontak dengan penjual di aplikasi ini sangat lancar, saya dpt menghubungi penjual kapan saja sesuka saya",positif,Contact
"Saya seringnya main instagram terus tau kalau bisa bertanya terkait masalah ke shopee melalui ig akhirnya menyampaikan melalui ig dan benar ternyata shopee menyediakan fasilitas layanan pelanggan melalui ig juga, wahh banget",positif,Contact
"Belanjaan di shope emang sangat menyenangkan dengan harga harga yang standar, pengiriman yang cepat, pelayanan kurir yang ramah......uueennakkkkk poolllll .......maariii Belanjaaaa di shopeee....!!!!",positif,Fulfillment
Seharusnya nomor kurir dicantum  agar bisa menghubungi kalo paket nyasar ke rumah orang jadi tolong tambahkan fitur yg membantu masalah seperti paket nyasar terima kasih,negatif,Contact
"Belanja di Shopee menyenangkan karena selama belanja Online di Shopee, selalu ada yang saya butuhkan juga produknya pada gambar sesuai dengan barang aslinya. Jadi jangan ragu untuk belanja di Shopee.",positif,Fulfillment
"Semakin kesini kok sering lag ya,pdahal dlu nggak ,lebih enakan dlu sama yang sekarang,sekarang tu mau belanja sekrol sekrol kek delay tapi lama,pdhal dlu gak",negatif,Efficiency
Akun saya pernah diakses oleh orang lain yang tidak bertanggung jawab karena ada pesan aktivitas mencurigakan,negatif,Privacy
Tidak adanya nomor telepon kurir yang dapat dihubungi membuat sulit untuk mengatasi masalah yang mendesak,negatif,Contact
"Saya merasa nyaman belanja disini karena saat ada keluhan, ada admin shopee yang bisa dihubungi lewat chat shopee",positif,Contact
"Buat shoope kalau bisa pengiriman J&T d hapus aja jgn d pake lagi, mengecewakan skali pengirimannya Waktu menjelang lebaran sdh d maklumi skarang lebaran udh lewat lama tapi ttep aja lelet/lama pengirimannya Trimakasih",negatif,Fulfillment
"Developer apk nya gimana dah, niat mau komplitin apk malah makin bnyk bug. Pencarian barang di toko yang sama gk ditemukan, padahal jelas ada. Sudah DN smpe email bilang nya restart, cache sm jaringan ðŸ¤£ jgn maksain ada Shopee video ðŸ¤£cukup ig, tekotok, FB dan YouTube short",negatif,System Availability
Saya sudah mengajukan pengembalian barang dari barang yang saya pesan ada satu barang yang ga ada dan udh ngajuin pengembalian tp ga ada respon mohon di tindak lanjuti kak ðŸ™ðŸ™,negatif,Compensation
Shopee lama banget ngirim barang nya kalah sama lazada 2 hari nyampe lau shopee lewat dari estimasi pengiriman malah molor sampe 4 hari males belanja d shopee gagal mengirim terus padahal bukan pertama x pesan masa masih g ketemu alamat saya anehh,negatif,Fulfillment
"apknya banyak penipuan. Dikomen harusnya diperbaiki ditingkatkan, tapi tidak ada perubahan",negatif,Privacy
"Tombol kembali, lanjut dan lain-lain dapat berfungsi dan digunakan sebagaimana fungsinya. Semoga semakin bagus shopee",positif,System Availability
Pelayanan buruk ( tidak ramah dan jutek) CS Shopee..,negatif,Responsiveness
"Sistem shope smakn bgus yaahh… ada sistem yang spti mngawasi dan mmantau gitu trkait aktivitas yg mncurigakan, krn saya prnh liat online shop yng aktif eh besuknya spt udh diblock sm shope",positif,Privacy
Kenapa ya pengirimannya lambat terkadang paketnya sampai sudah lewat tanggal estimasi nya,negatif,Fulfillment
"Saya lapor ada penipuan, didukung sama tim shofi akhirnya tokonya tidak aktif dan diblokir",positif,Privacy
"Saat masuk aplikasi kadang seperti logout padahal tidak dan ini terjadi di beberapa hp, fitur chat eror tidak ada riwayat chat jadi harus bolak-balik cari dulu nama toko atau penjual. Tolong dari pihak shopee beberapa masalah ini diperbaiki.",negatif,System Availability
"Lapor ke admin malah nyalahin jaringan,hapus chace,log out dan log in kembali dsb, lucu sekali alasan jawaban'nya,asal dmin tau sebelum komentar saya sudah baca jawaban/alasan anda di alasan komentar yang lain juga sama jawaban admin basi gitu terus jawaban'nya,asal admin tau jaringan saya di rumah pake wifi super cepat,dan bukan sombong hp sya terbaru,ram'nya juga besar,dan saya sudah ngikutin cara admin itu ternyata tetap aja tidak ada solusi,saya kalau buka apk sebelah lancar2 saja.",negatif,Responsiveness
"Saya punya banyak pertanyaan, tapi sabar dlm menanggapinya csnya dan dijawab",positif,Responsiveness
Aplikasi kebanyakan embel embel kga jls fitur nya..buka baru semenit udh lemot bgt ribet bgt kalo mu belanja ..gue kdng Ampe keselll udh mu cekout lama liat barang di foto lama...danta nih aplikasi lama lama,negatif,Efficiency
Informasi kontak penjual seringkali tidak terlihat dengan jelas di halaman produk,negatif,Contact
Sangat bagus dan cara penggunaanya serta pengirimannya yg on time. tks ðŸ™,positif,Fulfillment
"Ada banyak layanan komunikasi yang dapat dihubungi saat ada pertanyaan, kurang lebih sudah bagus",positif,Contact
"Selama berbelanja di shopee,barang2 yang saya pesan semuanya bagus,benar2 sesuai dengan gambar dan iklan,kualitasnya bagus,pelayanan dan pengiriman juga sangat baik",positif,Fulfillment
"Cs nya fast respon. Apa2 enak, belanja lengkap. Nyaman pokoknya",positif,Responsiveness
"Saya pesan barang tgl 1 maret dari shopee dengan pengiriman express/instan 2 jam sampai, krn dikota yang sama. Tapi sampai saat ini saya belum terima barang. Padahal di akun saya sudah diterima tapi tidak ada bukti dilampirkan. Kemudian saya ajukan pengembalian dana setelah konfirmasi ke toko tempat saya beli barang( jam tangan ac couple, dengan nominal yang cukup mahal bagi saya). Namun sampai hari ini saya hanya diminta untuk menunggu. Saya akan rubah ranting jika sudah selesai.",negatif,Compensation
Tolonglah kenapa harus ada aplikasi Sea bank yg bikin makin mudah [kalap] belanja di shopee.. ðŸ˜…,positif,Efficiency
Saya kasih bintang 1 dulu. Chat admin ga direspon terkait masalah pesanan. Tolong ditindaklanjuti. Terimakasih.,negatif,Responsiveness
"Call center bisa dihubungi saat saya ada kendala,,semoga shopee semakin lebih baik",positif,Contact
"Tidak bisa mengirim pesan,telepon,email ke kurir,ya hanya berdiam menunggu paket tiba sambil berdoa paket sampai rumah :)",negatif,Contact
Pusing saya sama shopee fitur pencariannya aneh. Klik sana gak ada hasil alias kata kuncinya gk cocok. Kananeh,negatif,System Availability
Banyak toko yang kurang bahkan ngak respond kalo di chat Susah.. Kecewa.,negatif,Responsiveness
"Saya salah satu pelanggan setia shopee, sejak awal berdiri. Banyak produk yang sudah saya beli melalui shopee. Tapi kali ini saya kecewa. Saya sudah membayar spay later saya dengan nominal 1.8jtan. Tetapi saya masih di tagih terus untuk membayar. Sudah komplain juga di CS, di chat juga. Suruh kirim bukti tf dan bukti tagihan melalui email juga sudah. Masih disuruh menunggu sampai skrg. CS g ramah, belum selesai kita menjelaskan sudah langsung menutup telpon tanpa basa basi.",negatif,Responsiveness
Tolong pihak shoppe yang pada menggunakan bot flash sale di matiin saja akunnya sama orangnya masa baru berapa detik udh langsung habis terjual barang.,negatif,Privacy
"Suka dengan aplikasi ini, lebih mementingkan pembeli, beda dgn apk yg sblmnya.....setiap komplain di respon dengan baikðŸ‘ðŸ‘ðŸ‘",positif,Responsiveness
"Eh ini gimana shopi tanggung jawab, uang saya hilang di spay tiba2 gaada padahal tidak digunakan transaksi apapun, terus ada riwayat transaksi yg saya tidak pakai. Ini kegagalan sistem keamanannya, tidak terlindungi sama sekali. Gimana ini?",negatif,Privacy
"Untuk pengembalian dana mohon di perbaiki ,telalu lama menunggu Terkadang penjual tidak menanggapai ,sampai waktu yg di tentukan dan setelah barangpun di terima oleh penjual masih tetap harus menunggu dikarnakan penjual tidak ada respon harus nya ada teguran buat penjual ,tolong di perbaiki ,kalo memang system nya lama seperti itu Sangan merepotkan,",positif,Compensation
Shopee sekarang penjualnya atau kurir2 nya pada gajelas semua!!! Barang2 yang dipesen selalu dibatalkan seenaknya aja!! Padahal barang itu penting atau gimana. Gajelas banget bikin kecewa!!,negatif,Fulfillment
Saya rasa shopi tidak serius menanggapi kasus penipuan karena masih banyak penipu di shope dan tidak cukup berkompeten dlm menangani hal tersebut,negatif,Privacy
"Sejauh ini, cukup baik, pelayanan csnya jg baik ramah ðŸ˜",positif,Responsiveness
"Klau boleh ksih saran shope adain fitur buat ngechat kurir dong. Misal kita gk ada dirmh trus pesanan hari ini akan diantar kita bsa chat kurirnya. Skrng kn cmn kurir doank yg bsa chat kita, kitanya ngk bsa chat dluan",negatif,Contact
"Aplikasi ini benar-benar memprioritaskan kepuasan pelanggan. Ketika pesanan saya terlambat, mereka memberikan kompensasi yang pantas sebagai bentuk permintaan maaf",positif,Compensation
"Pilihan komunikasi yang luas di aplikasi ini membuat saya bisa memilih saluran yang paling nyaman bagi saya. Saya bisa menghubungi penjual melalui chat, telepon, atau email",positif,Contact
"Kualitas keamanan lebih bagus karena shope telah membekukan bot yang ada pada aplikasi, semoga semakin baik shope",positif,Privacy
Pada dasarnya sesuai dgn pesanan. Jarang mengecewakan. Tingkatkan lagi pelayanan nya.,positif,Fulfillment
"Shofi tidak berkomitmen dalam melindungi pelanggan dari kebocoran data, saya mengalami saldo spay saya yang hilang eh trnyata masi banyak yg mengalami hal tsbt",negatif,Privacy
"Aku suka belanja di shopee,barang yg dipesan selalu tepat dan sesuai keinginan.lagi pula banyak gratis ongkirnya.semoga shopee jaya selalu.",positif,Fulfillment
barangnya datang bagus sesuai dengan yang di photo dan banyak gratis ongkir,positif,Fulfillment
dapat transfer ke bank bank dan uang langsung masuk ke rekening bank,positif,System Availability
Kadang mau ngelacak udah sampek di mana barang pesanan saya. Itu kadang tidak keluar di info pengirimannya itu. Kadang mau di check out itu nggk bisa pasti ada tulisan aplikasi muat ulang gitu. Padahal kemarenannya lancar,negatif,System Availability
Sangat membantu Saya untuk berbelanja dgn mudah segala keperluan Saya yg terkadang Tidak tersedia di tempat sekitar saya,positif,Efficiency
"Ada apa dengan Shopee??? Tiba2 akun log out sendiri dan gak bisa log in lg ðŸ˜­ udah update malah makin kacau, gak keluar gambar sama sekali ðŸ¥²",negatif,System Availability
"Sekarang saya liat di aplikasi shope suda semakin sedikit akun penipu karena suda bnyk yang diblockir, lebih aman",positif,Privacy
Aplikasi tidak mendukung untuk seller terutama no konsumen yg disembunyikan . Kalau konfirmasi stok habis susah dichat via Aplikasi balasnya lama. Kalau pengiriman via instan kadang kurirnya tidak bisa menghubungi konsumen sampai pesanan dibatalkan,negatif,Contact
"Senang belanja di Shopee... serba ada & murah. Barang bagus, pengiriman cepat. Pelayanan seller ramah. Refund cepat... jangan kawatir... uang kita ga akan hilang / hangus bersama Shopee... ðŸ¤©ðŸ¤©ðŸ¤© Kebutuhan apapun tersedia, Tanpa harus keluar rumah.. barang datang sesuai pesanan. Ssngat tepat Buat reseller. Shopee Kereen. !! Luv.. â¤",positif,Compensation
"Nyaman, aman, terlindungi, bagus",positif,Privacy
"Saya sering belanja online di shopee, barangnya realpick spt yg di gambar, blm pernah tertipu seperti belanja di online sebelah, alhamdulillah saya puas belanja di shopee",positif,Fulfillment
"Layanan pelanggan di aplikasi ini sangat responsif,,saya merasa didengarkan dan ditangani dengan baik setiap kali saya mengajukan pertanyaan,, makasi yaa",positif,Responsiveness
Pengembalian dana prosesnya mudah,positif,Compensation
Saya ada permasalahan di aplikasinya terus tanya lewat cs. Sama aja gak ada hasilnya,negatif,Responsiveness
Apk ini sangat bagus dan sangan bermanfaat banget buat yg malas belanja keluar,positif,Efficiency
Untuk pengantaran kurir kenapa tidak di tunjukan nama kurir sama no telpon jadi kalau kita tidak ada di tempat tujuan kita bisa hubungi terlebih dahulu ..mohon perbaharuannya,negatif,Contact
Kurangnya opsi komunikasi dengan pembeli jadi kurang leluasa untuk berinteraksi,negatif,Contact
Udh lebh dri 5x barang hilang krna memakai jasa kirim shopee express lalu menghubungi shopee tapi respon dri shopee jga kurang baik dan lama,negatif,Responsiveness
"Emang paling bener belanja ditoko oren, barang aman, duit aman, respon cepat, pengembalian dana jg cepat, kerenlahðŸ‘",positif,Compensation
